O.S;Status;Cod Classe;Classe;Cod Motivo;Motivo;Cod Oficina;OF;Oficina;Equipamento;Frota;Modelo;Cod Modelo;Cod Categ;Categoria Operacional;Cod Prestador;Prestador;Entrada;Saída Prevista;Saída;H;Descrição da ordem;Unidade;CC;Descrição CC;Operação;Qtd Dias aberto;Status Frotas
151871404;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;93173;John Deere 7230 J 4x4;1298;3;Trator de Pneu;0;0;24/05/2024;24/05/2024 06:01;0;0;"A_VZ_P_2,00_2 - Inspeção realizada no comando hidráulico, trocar reparo do comando, está vazando 8108702_4

";Diamante;3312;MÁQUINAS CULTIVO;Produção;266;DISPONIVEL
151871409;Andamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;9802254;Case Puma 200 4x4;1679;3;Trator de Pneu;0;0;24/05/2024;24/05/2024 17:00;0;0;"A_MT_P_MEC_1,00_1 - Inspeção realizado no sistema do motor.  Trocar mangueira do intercooler L/E.  está ressecada  8119302_1MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO   RETIRADO SHAMPOO 
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;266;DISPONIVEL
151871421;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;93173;John Deere 7230 J 4x4;1298;3;Trator de Pneu;0;0;24/05/2024;24/05/2024 06:01;0;0;"A_OT_P_2,00_1 - Inspeção realizada no hidraulico, trocar bucha do eixo oscilante superior do braço elevador da barra hidraulica  8128780_2; 8073788_2
";Diamante;3312;MÁQUINAS CULTIVO;Produção;266;DISPONIVEL
151871424;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;93173;John Deere 7230 J 4x4;1298;3;Trator de Pneu;0;0;24/05/2024;24/05/2024 06:01;0;0;"A_TR_P_1,00_1 - Inspeção realizada na transmissão, trocar visor de nivel, está ofuscado, ruim de ver o nivel 8101078_1

";Diamante;3312;MÁQUINAS CULTIVO;Produção;266;DISPONIVEL
151871370;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;30701;M.B Axor 3131 8x4 Vinhaça;1434;1;Caminhão;0;0;24/05/2024;24/05/2024 06:01;0;0;"A_OT_P_2,00_2 - Inspeção realizada no implemento, trocar mangueiras do implemento acima do tanque hidráulico, estão com atrito ao tanque 8143440_15 LEVAR ESMIRILHADEIRA PARA CORTAR A MANGUEIRA NA MEDIDA NECESSARIA
";Diamante;3344;VINHAÇA LOCALIZADA;Produção;266;DISPONIVEL
151874956;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;93184;John Deere 7230 J 4x4;1298;3;Trator de Pneu;0;0;31/05/2024;31/05/2024 17:00;0;0;"M_OT_P_MEC_1,00_1 - Inspeção realizada no sistema direção - trocar terminal de direção L/D e L/E , eixo de 3 metros esta com folga no terminal 8112653_01  8112601_01

";Barra;3312;MÁQUINAS CULTIVO;Produção;259;DISPONIVEL
151875019;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;93180;John Deere 7230 J 4x4;1298;3;Trator de Pneu;0;0;31/05/2024;31/05/2024 17:00;0;0;"B_VZ_P_MEC_8,00_2 - Inspeção realizada no eixo traseiro - trocar bucha,retentor e rolamento da corneta do eixo traseiro  L/D, esta com principio de vazamento 8156266_01 8114057_01 8109242_01 NECESSARIO RECOLHER O FROTA E FERRAMENTA PARA PRENSAR 
";Barra;3312;MÁQUINAS CULTIVO;Produção;259;DISPONIVEL
151875033;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;11802274;Case Puma 215 4x4 ;1274;3;Trator de Pneu;0;0;31/05/2024;31/05/2024 06:01;0;0;"A_MT_P_1,00_1,00 - Inspeção realizada no sistema do motor. Trocar as mangueiras de alimentação de combustível. Estão ressecadas.8150822_1,8151542_1(P),8151541_1. (P5)Frente 261    GERADO RC DE 3 PARA JHONE SENDO 2 ITENS PARA ELE  E 1 PARA ESSA OS  MATERIAL  8150822    -   (MATERIAL NA SALA DE APROVISIONAMENTO)
";Diamante;3318;TRATOR REBOQUE MUDA PICAD;Produção;259;DISPONIVEL
151874747;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;74516;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;31/05/2024;31/05/2024 07:00;0;0;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema de direção. Trocar coifa do 1° eixo direcional L/D está rasgada.                        8176116_1

";Barra;3460;REB TRANSB PRÓPRIO;Ccta;259;DISPONIVEL
151874748;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;74516;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;31/05/2024;31/05/2024 07:00;0;0;"A_SS_P_2,00_2,00 - Inspeção realizada no sistema da cabine.Trocar o tirante do retrovisor L/E e L/D está com braçadeira plastica.       8158854_2
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;259;DISPONIVEL
151877158;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;98402;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;03/06/2024;03/06/2024 07:00;0;0;"A_SS_P_2,00_2,00 - Inspeção realizada no sistema da cabine.Trocar o tirante do retrovisor L/E e L/D está com braçadeira plastica.       8158854_2.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;256;DISPONIVEL
151877753;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;18967;M.Benz Atego 2730K 6x4;1310;1;Caminhão;0;0;04/06/2024;04/06/2024 11:30;0;849,28;"A_MT_P_1,00_01 - Inspeção realizada sistema de motor. Trocar junta da tampa de válvulas. (vazando). 01_8139613.   Material disponível na sala de Aprovisionamento  RETIRADO MARCIO 
";Diamante;3324;TRANSP AGRIC TANQUE;Apoio;255;DISPONIVEL
151878282;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;9802254;Case Puma 200 4x4;1679;3;Trator de Pneu;0;0;05/06/2024;05/06/2024 17:00;0;0;"M_OT_P_ELE_2,00_1 - Inspeção realizado no sistema elétrico. Trocar farol dianteiro L/D  e L/E,  está trincado a lente e baixa luminosidade.   8136258_1. 8139232_1. 
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;254;DISPONIVEL
151878291;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;7011578;John Deere 7225 J 4x4;949;3;Trator de Pneu;0;0;05/06/2024;05/06/2024 17:00;0;0;"A_OT_P_MEC_2,00_1 - Inspeção realizada no sistema de direção - Trocar terminal curto da direção L/E , esta apresentando folga 8112602_01
";Barra;3316;MAQUINAS PREPARO DE SOLO;Produção;254;DISPONIVEL
151879327;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71896;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;06/06/2024;06/06/2024 06:01;0;0;"A_VZ_1,00_1 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção L/D está vazando pelo reparo. 3011351_1
";Diamante;3316;MAQUINAS PREPARO DE SOLO;Produção;253;DISPONIVEL
151879316;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;98396;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;06/06/2024;06/06/2024 07:00;0;0;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 209         8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;253;DISPONIVEL
151879328;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98382;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;06/06/2024;06/06/2024 07:00;0;0;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 209         8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT

";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;253;DISPONIVEL
151879695;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71896;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"A_MT_P_1,00_1 - Inspeção realizada no motor diesel, trocar braçadeira da mangueira de admissão, entrada do coletor de admissão (CASTELO), está com braçadeira irregular 8150837_1
";Diamante;3316;MAQUINAS PREPARO DE SOLO;Produção;252;DISPONIVEL
151879860;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102771;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"B_OT_P_0,30_1 - Inspeção realizada na estrutura - Instalar proteção infeiror do suporte dianteiro, esta sem a proteção é localizada na frente do diferencial dianteiro aonde sai o respiro do motor 8149625_01 8149612_04
";Diamante;3316;MAQUINAS PREPARO DE SOLO;Produção;252;DISPONIVEL
151879953;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;9802254;Case Puma 200 4x4;1679;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"A_VZ_P_MEC_2,00_2 - Inspeção realizada no sistema hidraulico - trocar cilindro hidraulico traseiro do levante L/E , esta vazando e trazer o antigo para reparar 3006548_01
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;252;DISPONIVEL
151879967;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;9802254;Case Puma 200 4x4;1679;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"A_VZ_P_MEC_2,00_2 - Inspeção realizada no barra hidraulica, trocar retentor do eixo superior, está com vazamento com criticidade elevada. ( 8118398_4; 8140943_4 (P4)- 4107819_02  - 8140890_2   ** VERIFICAR O DESGASTE DO EIXO AO DESMONTAR*  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;252;DISPONIVEL
151879968;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;9802254;Case Puma 200 4x4;1679;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"A_VZ_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar os anel de vedação da mangueira do cilindro traseiro do levante L/D e L/E, anel vai nas mangueiras de entrada de oleo no cilindro as inferior do cilindro 8158415_04 ;  8158411_04  ; 8158410_02  
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;252;DISPONIVEL
151879973;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102777;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 17:00;0;0;"A_VZ_P_MEC_1,00_1 - Inspeção realizada no sistema de direção, trocar cilindro de direção L/D., ESTÁ COM VAZAMENTO 3011351_1 
";Barra;3319;MEC MAQ PLANTIO MECANIZAD;Produção;252;DISPONIVEL
151879984;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102781;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 17:00;0;0;"M_OT_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar tensor lateral das barra hidraulica, esta danificadas as rotulas e tambem com solda 8136549_02 
";Barra;3319;MEC MAQ PLANTIO MECANIZAD;Produção;252;DISPONIVEL
151879989;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102781;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 17:00;0;0;"A_MT_P_MEC_1,00_1 - Inspeção realizada no motor -instalar mangueira do respiro do motor,mangueira fica abaixo do radiador de agua, esta curta 6007854_01
";Barra;3319;MEC MAQ PLANTIO MECANIZAD;Produção;252;DISPONIVEL
151880006;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;102780;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 17:00;0;0;"B_OT_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar capa das VCR traseira, pois não esta vedando corretamente e acumulando terra 8174993_01 8138683_01 8174979_01 8174994_01
";Barra;3344;VINHAÇA LOCALIZADA;Produção;252;DISPONIVEL
151880012;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;102780;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 17:00;0;0;"M_MT_P_MEC_4,00_2 - Inspeção realizada no motor diesel - trocar varicool 8135592_01, esta com vazamentos internos e pistao interno com problema  
";Barra;3344;VINHAÇA LOCALIZADA;Produção;252;DISPONIVEL
151880016;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;102780;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"B_TR_P_MEC_6,00_2 - Inspeção realizada no eixo dianteiro - Trocar vedação e luvas do eixo de entrada, eixo de entrada da tração do diferencial dianteiro esta com vazamento devido falta de lubrificação 8150036_01  8144970_1; 8144881_1; 8144954_1; 8144882_2; 8144940_1; 8149579_1; 8149616_1; 8149617_1; 8149822_1; 8122265_1; 8132640_1; 8107553_1; 8150037_2; 8152595_1 eixo NECESSARIO RECOLHER O TRATOR POIS DEVE SER RETIRADO O DIFERENCIAL

";Barra;3344;VINHAÇA LOCALIZADA;Produção;252;DISPONIVEL
151880037;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102768;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel, trocar braçadeira da mangueira de admissão, entrada do coletor de admissão (CASTELO), está com braçadeira irregular 8150837_1

";Barra;3319;MEC MAQ PLANTIO MECANIZAD;Produção;252;DISPONIVEL
151880041;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102768;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"M_OT_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar mangueira de pressão do acionamento da ventoinha L/E do motor, manguera sai da vavula de acionamento do varicool L/E do motor, esta ressecada e vazando oleo  8157688_01
";Barra;3319;MEC MAQ PLANTIO MECANIZAD;Produção;252;DISPONIVEL
151880044;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102768;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"M_OT_P_MEC_2,00_2 - Inspeção realizada no sistema hidraulico, trocar bucha do eixo hidraulico superior, está com folga.8073788_2; 8073784_2 ; 8100621_2 
";Barra;3319;MEC MAQ PLANTIO MECANIZAD;Produção;252;DISPONIVEL
151880145;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102768;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:01;0;0;"A_MT_P_MEC_2,00_2 - Inspeção realizada no sistema de escape - Trocar silencioso do escapamento 8140139_01  ( FOI SOLDADO ) 
";Barra;3319;MEC MAQ PLANTIO MECANIZAD;Produção;252;DISPONIVEL
151880039;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102768;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;07/06/2024;07/06/2024 06:10;0;0;"A_MT_P_MEC_1,00_1 - Inspeção realizada no sistema de admissão, trocar braçadeira da admissão do turbo compressor,está com braçadeira irregular 8151314_2  ( mangueira de entrada na turbina parte fria )
";Barra;3319;MEC MAQ PLANTIO MECANIZAD;Produção;252;DISPONIVEL
151879881;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;98368;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;07/06/2024;07/06/2024 07:00;0;0;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)            8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;252;DISPONIVEL
151880498;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;9802254;Case Puma 200 4x4;1679;3;Trator de Pneu;0;0;08/06/2024;08/06/2024 17:00;0;0;"A_SS_P_1,00_1 - Inspeção realizada no sistema de direção - trocar terminal da barra de direção L/D, esta com folga 8159402_01
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;251;DISPONIVEL
151882408;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;100790;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;11/06/2024;11/06/2024 07:00;0;0;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema capô. Colocar cinta de segurança do capô. Esta faltando.       8137607_1 MATERIAL NA SALA DE APROVISIONAMENTO
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;248;DISPONIVEL
151882421;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;74516;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/06/2024;11/06/2024 07:00;0;0;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema do kit spuma. Trocar o registro e o bico. está danificado. 8190661_1, 8190649_1.MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 

";Barra;3460;REB TRANSB PRÓPRIO;Ccta;248;DISPONIVEL
151883337;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;30701;M.B Axor 3131 8x4 Vinhaça;1434;1;Caminhão;0;0;13/06/2024;13/06/2024 06:01;0;0;"A_OT_P_4,00_2 - Inspeção realizada na suspeção, trocar as buchas dos molejos LD e LE do 2° eixo direcional NECESSARIO CALÇAR O EQUIPAMENTO EM CAMPO OU RECOLHER PARA OFICINA  8159376_6; 8174985_2
";Diamante;3344;VINHAÇA LOCALIZADA;Produção;246;DISPONIVEL
151883350;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;106661;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;13/06/2024;13/06/2024 06:01;0;0;"A_FR_P_2,00_2 - Inspeção realizada no sistema de freio, trocar reservatório de freio, está com vazamento 8123385_1; 8133057_1; 8046319_1; 8046319_1; 8128699_4; 8052053_2;  9801505_1
";Diamante;3344;VINHAÇA LOCALIZADA;Produção;246;DISPONIVEL
151883353;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;106661;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;13/06/2024;13/06/2024 06:00;0;0;"A_VZ_P_1,00_1 - Inspeção realizada no motor diesel, corrigir vazamento de lubrificante de carter no retorno do turbo compressor, está com vazamento de lubrificante de carter 8140551_1; 8140550_2; 8140502_1
";Diamante;3344;VINHAÇA LOCALIZADA;Produção;246;DISPONIVEL
151883669;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106611;John Deere 6110J;951;3;Trator de Pneu;0;0;13/06/2024;13/06/2024 17:00;0;0;"A_MT_P_ELE_1,00_1 - Inspeção realizada no sistema eletrico - trocar Chave de partida e Interruptor de partida, partida com chave incorreta (  8094897_01 8114046_01  NECESSARIO ELETRICISTA
";Barra;3329;IMPLEMENTOS TRATOS CULTUR;Produção;246;DISPONIVEL
151883850;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;49630;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;13/06/2024;13/06/2024 17:00;0;0;"B_MT_P_MEC_2,00_1 - Inspeção realizada no sistema de admissão do motor diesel, trocar carcaça do purificador de ar, está quebrado onde vai a trava, necessario trocar a carcaça para não saturar o filtro precoce  8150436_1 
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;246;DISPONIVEL
151884217;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;100776;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;14/06/2024;14/06/2024 07:00;0;0;"A_TR_P_1,00_1,00 - Inspeção realizado no sistema da transmissão. Falta respiro da transmissão.  Instalar respiro da transmissão.  8129979_1.    
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;245;DISPONIVEL
151884219;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;100776;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;14/06/2024;14/06/2024 07:00;0;0;"A_VZ_P_1,00_1,00 - Inspeção realizado no sistema hidraulico. Bomba da direção está vazando no niple superior. Trocar anel oring do niple superior da bomba da direção.   8001556_1.    8174320_1.
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;245;DISPONIVEL
151886611;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;362072;M.Benz Axor 3344 6x4 CAV;537;1;Caminhão;0;0;17/06/2024;17/06/2024 06:01;0;0;"A_OT_S_2,00_2 Inspeção realizada no eixo dianteiro, verificar lubrificação da manga de eixo LE, não está passando lubrificação. Necessario desmontar para verificar 
";Barra;3323;TRANSP AGRIC PRANCHA;Apoio;242;DISPONIVEL
151887809;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;19/06/2024;19/06/2024 07:00;0;0;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 205         8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA. CCT
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;240;DISPONIVEL
151887810;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;19/06/2024;19/06/2024 07:00;0;0;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)    frente 205         8142336_1              ENTREGAR PARA RAFAEL ELETRECISTA. CCT
";Barra;3318;TRATOR REBOQUE MUDA PICAD;Produção;240;DISPONIVEL
