O.S;Status;Classe;Frota;Unidade;Centro;Modelo;Entrada;Descrição da O.S;Cód 1;Cód 2;Cód 3;Priorização;Operação;Cód 4;Material/Laudo/Serviço;Semana;DF;Frente;Observação;Ver e Agir ;Engenharia;Aprovisionamento;Execução;Gestão
165526137;Aprovisionamento;Preventiva Condicional;49630;BARRA;3340;Case Puma 230 4x4;28/07/2025;A_MT_P_MEC_2,00_1 - Inspeção realizada no sistema arrefecimento - trocar o radiador de agua, esta vazando  3007055_01  CODIGO DO NOVO 8055006_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165526687;Aprovisionamento;Preventiva Condicional;72201;DIA;3316;John Deere 8270R 4X4;28/07/2025;A_OT_P_MEC_1,00_1 - Inspeção realizada na barra de tração - Adequar parafusos da barra de tração, esta com parafuso irregular, entregar para o gestor Wender executar diretamente no campo  8097642_04 8108611_01 8158991;A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165526849;Aprovisionamento;Preventiva Condicional;169010;DIA;3344;M.B Axor 3131 8x4 Vinhaça;28/07/2025;"A_OT_P_MEC_6,00_2 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo direcional LE e LD  , estão com fadigas  8118288_6; ; 8155449_4; 8155450_4; 8155513_4\n";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165527575;Aprovisionamento;Preventiva Condicional;102779;BARRA;3344;John Deere 8270R 4X4;30/07/2025;A_MT_P_MEC_1,00_1 - Inspeção realizada no motor - trocar mangote e abraçadeira da saida da turbina, esta pegando no capo e danificando 8082916_01 8083222_02\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165528484;Andamento;Preventiva Condicional;188963;DIA;3316;Case MX 260 Magnum 4x4;31/07/2025;A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - trocar correia do motor e do ventilador do motor, entregue luan  8116670_01 8122430_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165528890;Liberado para Programação;Preventiva Condicional;169010;DIA;3344;M.B Axor 3131 8x4 Vinhaça;01/08/2025;A_MT_S_MEC_3,00_1 - Inspeção realizada no tanque arla - Corrigir vazamento de arla\n;A_MT_S;A;A_MT;1;MT;S;SERVIÇO;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165528891;Aprovisionamento;Preventiva Condicional;169010;DIA;3344;M.B Axor 3131 8x4 Vinhaça;01/08/2025;"A_SS_P_MEC_3,00_2 Inspeção realizada no sistema de escape, trocar jaqueta termica da tubulação do escape, está rasgada ;  8190248 _1\n";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165528900;Aprovisionamento;Preventiva Condicional;49630;BARRA;3340;Case Puma 230 4x4;01/08/2025;A_TR_P_MEC_0,10_1 - Inspeção realizada na transmissao - Trocar a tampa do bocal de reposição de oleo na transmissao, esta quebrado. 8105788_01  \n;A_TR_P;A;A_TR;1;TR;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165528905;Aprovisionamento;Preventiva Condicional;49630;BARRA;3340;Case Puma 230 4x4;01/08/2025;"A_SS_P_MEC_1,00_1 - Inspeção realizada no motor diesel, trocar mangueira de combustivel tanque/filtro caneca de vidro/filtro primário, está quebrada as travas 8138750_1; 8138764_1 \n";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165528907;Aprovisionamento;Preventiva Condicional;49630;BARRA;3340;Case Puma 230 4x4;01/08/2025;A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel. Tensor da correia do motor esta danificado. Trocar tensor da correia do motor.  8129892_1\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165529122;Aprovisionamento;Preventiva Condicional;49630;BARRA;3340;Case Puma 230 4x4;01/08/2025;A_SS_P_MEC_2,00_2 - Inspeção realizada no sistema da cabine. Trocar os amortecedores da cabine L/E e L/D. estão sem ação. 8138302_2\n;A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165529144;Aprovisionamento;Preventiva Condicional;49630;BARRA;3340;Case Puma 230 4x4;01/08/2025;A_TR_P_MEC_0,30_1 - Inspeção realizada no eixo dianteiro, trocar respiro no cubo L/D L/E , esta quebrado .8138133_2\n;A_TR_P;A;A_TR;1;TR;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529148;Liberado para Programação;Preventiva Condicional;49630;BARRA;3340;Case Puma 230 4x4;01/08/2025;A_VZ_S_MEC_2,00_1 - Inspeção realizada no sistema hidraulico - Corrigir vazamento atras do comando hidraulico traseiro, esta com vazamento porem o local esta sujo necessita limpar e trocar anel ITEM DE CORRETIVA E TRATOR ESTA MUITO SUJO \n;A_VZ_S;A;A_VZ;1;VZ;S;SERVIÇO;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165529152;Aprovisionamento;Preventiva Condicional;49630;BARRA;3340;Case Puma 230 4x4;01/08/2025;"M_TR_P_MEC_18,00_2 - Inspeção realizada no eixo dianteiro, trocar a buchas dos mancais do eixo dianteiro e pino do mancal dianteiro 8150808_1; 8145757_1(P5); 8150795_1;  8115723_1; 8032862_1; 8024235_2; 8032595_2; 8150809_1; 8009158_1; 8002218_1; 8032862_1   NECESSARIO RECOLHER O EQUIPAMENTO PARA DESMONTAR A CARCAÇA PARA USINAR **ATENÇÃO PARA COMPLEXIBILIDADE DO TRABALHO\n";M_TR_P;M;M_TR;2;TR;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Avaliar: Inspeção / Execução;;;
165529193;Aprovisionamento;Preventiva Condicional;7011584;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;A_MT_P_MEC_0,10_1 - Inspeção realizada no sistema de arrefecimento - Trocar a tampa do reservatorio de agua, esta ruim para abrir 8120485_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529194;Aprovisionamento;Preventiva Condicional;7011584;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;A_MT_P_MEC_0,10_1 - Inspeção realizada no sistema alimentação - Trocar tampa do tanque de combustivel, não esta vedando corretamente e com isso entrando terra no tanque diesel 8113158_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529195;Aprovisionamento;Preventiva Condicional;7011584;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;A_MT_P_MEC_0,10_1 - Inspeção realizada no motor diesel - trocar junta da tampa do filtro de ar externo, esta ressecada e com isso não esta dando a pressao necessaria para manter a vedação da tampa na carcaça do filtro 8144766_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529204;Aprovisionamento;Preventiva Condicional;7011584;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;B_TR_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro - Trocar proteção do cardan, esta danificando  8110161_01 8110162_01 \n;B_TR_P;B;B_TR;3;TR;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529210;Aprovisionamento;Preventiva Condicional;7011584;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;A_MT_P_MEC_1,00_1 - Inspeção realizada no escapamento - trocar abraçadeira e sanfonado do escapamento, esta trincado e esta com vazamento de gases da combustao RE53282  8177521_02 8177781_01  8099176_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529248;Aprovisionamento;Preventiva Condicional;7011578;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;A_MT_P_MEC_2,00_1 - Inspeção realizado sistema arrefecimento - Trocar reservatório do tanque de expansao do radiador, esta trincado 8094986_01  8120485_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529249;Aprovisionamento;Preventiva Condicional;7011578;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;A_MT_P_MEC_0,10_1 - Inspeção realizada no motor diesel - trocar tampa do bocal de abastecimento de oleo no motor, esta danificada e não veda direito 8106828_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529252;Aprovisionamento;Preventiva Condicional;7011578;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;M_OT_P_MEC_0,30_1 - Inspeção realizado no capo . instalar Cabo do capo,  está com o cabo estourado.  8093402_1\n;M_OT_P;M;M_OT;2;OT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529253;Aprovisionamento;Preventiva Condicional;7011578;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - trocar mangueira da tubulação do radiador de agua L/D, mangueira do lado direito do motor na saida do trocador de calor 8115545_01 8112974_02\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165529254;Aprovisionamento;Preventiva Condicional;7011578;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;A_MT_P_MEC_0,10_1 - Inspeção realizada no motor diesel - trocar junta da tampa do filtro de ar externo, esta ressecada e com isso não esta dando a pressao necessaria para manter a vedação da tampa na carcaça do filtro 8144766_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529255;Aprovisionamento;Preventiva Condicional;7011578;BARRA;3340;John Deere 7225 J 4x4;01/08/2025;B_VZ_P_MEC_2,00_2 - Inspeção realizada no eixo dianteiro, trocar kit de reparo do cilindro de direção, está com vazamento. 8115254_01 NECESSARIO RECOLHER EQUIPAMENTO  POR SER CILINDRO EMBUTIDO E EVITAR CONTAMINAÇÃO EXTERNA\n;B_VZ_P;B;B_VZ;3;VZ;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Avaliar: Inspeção / Execução;;;
165529409;Liberado para Programação;Preventiva Condicional;188963;DIA;3316;Case MX 260 Magnum 4x4;01/08/2025;A_MT_S_ELE_2,00_1 - Inspeção realizada no sistema eletrico - Codigo de erro ativos 14018 , 3159 , 3385 , 3293 , 19225 , 3263 , 2817 , 2814 , 2901 NECESSARIO ELETRICISTA \n;A_MT_S;A;A_MT;1;MT;S;SERVIÇO;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165529661;Aprovisionamento;Preventiva Condicional;102775;DIA;3316;John Deere 8270R 4X4;04/08/2025;A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - trocar filtro diesel racor, bomba manual esta isolada 8137679_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529663;Aprovisionamento;Preventiva Condicional;71896;DIA;3316;John Deere 8270R 4X4;04/08/2025;A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - trocar filtro diesel racor, bomba manual esta isolada 8137679_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165529665;Aprovisionamento;Preventiva Condicional;102772;DIA;3316;John Deere 8270R 4X4;04/08/2025;A_TR_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar mangueira de pressão do acionamento da ventoinha L/E do motor, manguera sai da vavula de acionamento do varicool L/E do motor, esta ressecada 8157688_01\n;A_TR_P;A;A_TR;1;TR;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165530740;Andamento;Preventiva Condicional;102242;BARRA;3316;John Deere 8270R 4X4;04/08/2025;A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel, trocar correia do varicool ,está gasta .8153952_1 AVISADO MECANICO\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Ver e agir;;;
165530741;Planejada;Preventiva Condicional;102240;BARRA;3316;John Deere 8270R 4X4;04/08/2025;A_MT_P_MEC_0,10_1 - Inspeção realizada no motor diesel, trocar vareta de nivel do lubrificante no motor, está com vazamento de lubrificante 8112084_1\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165530742;Planejada;Preventiva Condicional;102781;BARRA;3316;John Deere 8270R 4X4;04/08/2025;A_MT_P_MEC_0,10_1 - Inspeção realizada no motor diesel, trocar vareta de nivel do lubrificante no motor, está com vazamento de lubrificante 8112084_1\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165530743;Planejada;Preventiva Condicional;102770;BARRA;3316;John Deere 8270R 4X4;04/08/2025;A_MT_P_MEC_0,10_1 - Inspeção realizada no motor diesel, trocar vareta de nivel do lubrificante no motor, está com vazamento de lubrificante 8112084_1\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
165531178;Planejada;Preventiva Condicional;102241;BARRA;3316;John Deere 8270R 4X4;05/08/2025;A_MT_P_MEC_2,00_1 - Inspeção realizada no motor diesel - trocar correia do compressor de ar, esta com ranhuras 8137310_01\n;A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;-;Produção;Preventiva;Não listado;Programar;;;
156167105;Aprovisionamento;Preventiva Condicional;100772;BARRA;3460;Case Puma 230 4x4;05/05/2025;"A_SG_P_2,00_1,00 - Inspeção realizada no sistema da cabine. Trocar os amortecedores traseiros L/E e L/D. Estão ruins. 8138302_2.Frente 202
";A_SG_P;A;A_SG;1;SG;P;MATERIAL;33;100,00%;202;Preventiva;Não listado;Ver e agir;;;
156168298;Aprovisionamento;Preventiva Condicional;98292;BARRA;3460;MB Axor3131 8x4 Trans.CCT;07/05/2025;"A_OT_P_2,00_2,00 - Inspeção realizada no sistema de direção. Trocar bucha do tirante L/D, esta danificada.      8122223_2           (NECESSARIO RECOLHER O EQUIPAMENTO  OU RETIRAR A BARRA DE DIREÇÃO E TRAZER PARA OFICINA FIXA PARA REALIZAR A PRENSAGEM, CONFIRMAR COM O GESTOR DA FRENTE )         
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;1;205;Inversas;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165487639;Aprovisionamento;Preventiva Condicional;100792;BARRA;3460;Case Puma 230 4x4;13/05/2025;"A_OT_MEC_P_2,00_1,00 - Inspeção realizada no sistema de lataria. Trocar grade do capô,  fechadura, estão danificados. 8140476_1   8144550_1    6012285_4   8137066_1    RECOLHER O EQUIPAMENTO PARA OFICNA FIXA 
";A_OT_M;A;A_OT;1;OT;M;MATERIAL;33;96,39%;202;Preventiva;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165487647;Aprovisionamento;Preventiva Condicional;100792;BARRA;3460;Case Puma 230 4x4;13/05/2025;"A_TR_P_2,00_1,00 - Inspeção realizada no sistema Hidráulico. Colocar o gomo do comando. Está sem 8139839_1.8130009_3.
";A_TR_P;A;A_TR;1;TR;P;MATERIAL;33;96,39%;202;Preventiva;Não listado;Programar;;;
165498654;Aprovisionamento;Preventiva Condicional;100786;BARRA;3460;Case Puma 230 4x4;02/06/2025;"A_OT_P_MEC_0,10_1 - Inspeção realizada no sistema hidraulico - Trocar a tampa do bocal de reposição de oleo na transmissao, esta faltando. 8105788_01

";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;98,91%;203;Inversas;Não listado;Não programar;;;
165501282;Aprovisionamento;Preventiva Condicional;102246;BARRA;3460;John Deere 7M230 4x4;09/06/2025;"B_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema do diferencial. Trocar retentor do diferencial dianteiro, esta vazando.      8105180_1                    NECESSARIO PEDIR O BATEDOR DO RETENTOR PARA O MECANICO ANDRE DA OFIXINA FIXA DE TRATOR PARA REALIZAR O SERVIÇO.
";B_OT_P;B;B_OT;3;OT;P;MATERIAL;33;100,00%;201;Inversas;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165501509;Aprovisionamento;Preventiva Condicional;100783;BARRA;3460;Case Puma 230 4x4;09/06/2025;"A_OT_P_MEC_0,10_1 - Inspeção realizada no sistema hidraulico - Trocar a tampa do bocal de reposição de oleo na transmissao, esta danificada. 8105788_01

";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;85,19%;203;Inversas;Não listado;Não programar;;;
165504686;Aprovisionamento;Preventiva Condicional;100779;BARRA;3460;Case Puma 230 4x4;16/06/2025;"A_SS_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar lanterna traseira L/E e L/D,terminal da meia luz esta danificado.  8132574_1  8132573_1              ENTREGAR PARA RAFAEL ELETRECISTA (SOMBRA) !!!

";A_SS_1;A;A_SS;1;SS;1;MATERIAL;33;96,85%;203;Preventiva;Não listado;Programar;;;
165504698;Aprovisionamento;Preventiva Condicional;163513;BARRA;3460;Case Puma 230 4x4;16/06/2025;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01

";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;98,68%;203;Inversas;SEM DEVOLUTIVA;Ver e agir;;;
165504931;Aprovisionamento;Preventiva Condicional;102246;BARRA;3460;John Deere 7M230 4x4;16/06/2025;"A_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar trava da janela traseira. Esta danificada.
";A_P_ME;A;A_P_;1;P_;E;MATERIAL;33;100,00%;201;Inversas;Não listado;Não programar;;;
165505243;Liberado para Programação;Preventiva Condicional;98292;BARRA;3460;MB Axor3131 8x4 Trans.CCT;17/06/2025;"A_SS_S_ELETR_1,00_1,00 - Inspeção realizada no sistema eletrico. Corrigir painel, marcador de combustivel não esta marcando.                             (JA FOI REALIZADA A TROCA DA BÓIA DO TANQUE POR UMA ORIGINAL E A PENDÊNCIA CONTINUA)                        F-205

";A_SS_S;A;A_SS;1;SS;S;SERVIÇO;33;100,00%;205;Inversas;Não listado;Não programar;;;
165506016;Aprovisionamento;Preventiva Condicional;98292;BARRA;3460;MB Axor3131 8x4 Trans.CCT;18/06/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de suspensão. Instalar haste niveladora L/E, esta faltando.      8185854_1      F-205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;100,00%;205;Inversas;Não listado;Não programar;;;
165506334;Aprovisionamento;Preventiva Condicional;101519;BARRA;3420;John Deere CH670 2L Colhe;20/06/2025;"A_SG_MEC_3,00_2,00 - Inspeção realizada no sistema da cabine. Colocar o motor do limpador do parabrisa. Está sem 8133629_1. Frente 203
";A_SG_M;A;A_SG;1;SG;M;MATERIAL;33;93,04%;203;Inversas;Não listado;Não programar;;;
165507493;Liberado para Programação;Preventiva Condicional;100777;BARRA;3460;Case Puma 230 4x4;21/06/2025;"A_SS_ELETR_1,00_1,00 - Inspeção realizada no sistema eletrico. Corrigir chicote do motor, esta sem a capa de proteção dos fios (item de estoque do carro frota do eletrecista)
";A_SS_E;A;A_SS;1;SS;E;SERVIÇO;33;98,75%;203;Inversas;SEM DEVOLUTIVA;Não programar;;;
165507494;Liberado para Programação;Preventiva Condicional;100774;BARRA;3460;Case Puma 230 4x4;21/06/2025;"A_MT_P_0,10_1,00 - Inspeção realizada no sistema de motor. Trocar tampa da carcaça do filtro de ar do motor. Esta quebrada.         8138927_1 Material disponível na sala de Aprovisionamento 

";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;84,08%;201;Inversas;Não listado;Ver e agir;;;
165508867;Aprovisionamento;Preventiva Condicional;4465170;BARRA;3420;John Deere CH570 1L Colhe;24/06/2025;"M_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de rodante. Trocar esteira rodante (COLOCAR UM PAR DE ESTEIRA NOVA)                   3008178_2         F-202
";M_OT_P;M;M_OT;2;OT;P;MATERIAL;33;91,17%;202;Inversas;Não listado;Não programar;;;
165501412;Aprovisionamento;Preventiva Condicional;100816;BARRA;3460;Case Puma 230 4x4;09/06/2025;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01; 8119302_1; 8140288_2
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;99,52%;207;Inversas;SEM DEVOLUTIVA;Não programar;;;
165510628;Aprovisionamento;Preventiva Condicional;102247;BARRA;3460;John Deere 7M230 4x4;27/06/2025;"B_VZ_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar retentor pequeno do cubo redutor LE, está com vazamento 8058723_1; 8123174_1; 8079986_1; 8079973_1; 8115563_1; 8079998_1  frente 201 NECESSÁRIO REMOVER O PNEU DIANTEIRO E CALÇAR O EIXO DIANTEIRO
";B_VZ_P;B;B_VZ;3;VZ;P;MATERIAL;33;98,91%;201;Inversas;Não listado;Não programar;;;
165510629;Aprovisionamento;Preventiva Condicional;102247;BARRA;3460;John Deere 7M230 4x4;27/06/2025;"A_VZ_P_MEC_2_3,00 - Inspeção realizada no eixo traseiro, trocar retentor da carcaça (corneta) LE, está com vazamento. 8185651_1; 8156266_1 NECESSÁRIO REMOVER O PNEU TRASEIRO, NECESSÁRIO CAMINHÃO MUNCK
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;98,91%;201;Inversas;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165510633;Aprovisionamento;Preventiva Condicional;102246;BARRA;3460;John Deere 7M230 4x4;27/06/2025;"A_VZ_P_MEC_4_2,00 - Inspeção realizada no eixo dianteiro, trocar retentor pequeno do cubo redutor LE e LD, está com vazamento 8058723_2; 8123174_2; 8079986_2; 8079973_2; 8115563_2; 8079998_1  frente 201 NECESSÁRIO REMOVER O PNEU DIANTEIRO E CALÇAR O EIXO DIANTEIRO
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;100,00%;201;Inversas;Não listado;Não programar;;;
