O.S;Frota;Modelo;Descrição da O.S
165502567;49632;Case Puma 230 4x4;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165502601;98400;MB Axor3131 8x4 Trans.CCT;"troca de espelho
"
165502625;100810;Case Puma 230 4x4;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165502635;47718;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502636;47720;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502637;47721;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502639;61038;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502648;72123;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502649;98292;MB Axor3131 8x4 Trans.CCT;"BAIXA DE ÓLEO
"
165502650;98294;MB Axor3131 8x4 Trans.CCT;"BAIXA DE ÓLEO
"
165502651;98370;MB Axor3131 8x4 Trans.CCT;"BAIXA DE ÓLEO
"
165502653;98380;MB Axor3131 8x4 Trans.CCT;"BAIXA DE ÓLEO
"
165502655;98398;MB Axor3131 8x4 Trans.CCT;"BAIXA DE ÓLEO
"
165502656;98404;MB Axor3131 8x4 Trans.CCT;"BAIXA DE ÓLEO
"
165502657;100767;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502658;100774;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502659;100783;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502660;100784;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502661;100786;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502662;100790;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502663;100791;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502664;100798;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502665;100805;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502666;100808;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502667;100816;Case Puma 230 4x4;"BAIXA DE ÓLEO
"
165502668;101497;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502669;100826;Case Puma 230 4x4;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165502671;101498;John Deere CH670 1LRevamp;"BAIXA DE ÓLEO
"
165502672;101503;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502673;101516;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502674;101519;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502676;101521;John Deere CH670 1LRevamp;"BAIXA DE ÓLEO
"
165502677;101526;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502678;101527;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502679;101528;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502680;101529;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502681;101530;John Deere CH670 2L Colhe;"BAIXA DE ÓLEO
"
165502682;102170;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502683;102171;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502684;102172;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502685;74560;Eliminador Soqueira DMB;"TROCA DO SUPORTE DA RELHA.
"
165502692;100777;Case Puma 230 4x4;"Baixa_Rastrear_Filtros
"
165502730;102173;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502731;102174;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502733;102175;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502748;102176;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502749;102177;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502829;102178;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502830;102179;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502854;102180;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502855;102181;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502856;102182;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502857;102183;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165502858;4465170;John Deere CH570 1L Colhe;"BAIXA DE ÓLEO
"
165502859;4465169;John Deere CH570 1L Colhe;"BAIXA DE ÓLEO
"
165502860;4465162;John Deere CH570 1L Colhe;"BAIXA DE ÓLEO
"
165502861;4465161;John Deere CH570 1L Colhe;"BAIXA DE ÓLEO
"
165502862;436160;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165503381;72123;John Deere CH670 2L Colhe;"A_OT_P_MEC_1_1,00 - Inspeção realizada no extrator primário, trocar suporte da pá, está gasto 8187198_1
"
165503750;168601;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação, Trocar o copinho e mangueiras do sistema de alimentação.  8138540_1; 8151541_1; 8161693_1; 8141559_3; 8161676_1; 8122364_1; 8150822_1; 8151542_1.
"
165503751;168601;Case Puma 230 4x4;"A_OT_P_MEC_0,10_1 - Inspeção realizada no sistema hidraulico - Trocar a tampa do bocal de reposição de oleo na transmissao, esta danificada. 8105788_01
"
165502923;436159;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165503753;100817;Case Puma 230 4x4;"A_MT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de motor. Trocar vareta do nivel de oleo. esta vazando/ sem ação na vedação.            8129891_1  
"
165503754;100776;Case Puma 230 4x4;"A_TR_P_MEC_2,00_2,00 - Inspeção realizada no sistema de transmissão. Trocar reparo da carcaça do filtro de transmissão. Esta vazando. NECESSARIO ESGOTAR O OLEO DA TRANSMISSÃO.        8140307_2   8125593_1   
"
165503755;100806;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema de lataria. Trocar fechadura.Esta travando, e dificultando para ser aberta.    8137066_1
"
165502925;360917;John Deere CH570 1L Colhe;"BAIXA DE ÓLEO
"
165502926;330270;John Deere CH570 1L Colhe;"BAIXA DE ÓLEO
"
165502949;100777;Case Puma 230 4x4;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165503185;117585;John Deere CH570 1L Colhe;"CCT BARRA-TROCA DO CHICOTE. JOSE ALVES
"
165503752;168601;Case Puma 230 4x4;"A_SS_S_MEC_1,00_1,00 - Inspeção realizada no sistema do motor. Corrigir chicote eletrico do motor, esta faltando a capa de proteção. (item de estoque na frota de apoio do eletrecista)
"
165503416;96915;S.Reboque Empurre Fliegi ;"OFICINA CAMINHÕES - REGULAR FREIO.
"
165503467;96464;Volkswagen 15-180 Worker;"OFICINA CAMINHÕES - TROCAR RETENTOR DA RODA LADO ESQUERDO/ VERIFICAR A BOMBA INJETORA QUE ESTA PINGANDO DIESEL.
"
165503689;97624;SR Basculante 3E Facchini;"FIXA - VERIFICAR PARAFUSO DA RODA. VERIFICAR CUICA LE DO PRIMEIRO EIXO 
"
165503758;119952;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165503767;119952;M.B Axor 3344 Plataforma;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE TRANSMISSÃO
"
165503769;119952;M.B Axor 3344 Plataforma;" E_SAFRA_15,00_02 - REVISAR IMPLEMENTO E SISTEMA HIDRAULICO
"
165503770;119952;M.B Axor 3344 Plataforma;" E_SAFRA_15,00_02 - REVISAR SISTEMA DE MOTOR
"
165503743;74083;Eliminador Soqueira DMB;"OFICINA CAMPO - TROCA DO MANCAL
"
165503772;102184;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165503773;102185;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165503774;102187;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165503776;100795;Case Puma 230 4x4;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165503777;102188;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165503779;102190;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165503785;102191;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165503787;102193;Transbordo 4Eixo ATA21500;"BAIXA DE ÓLEO
"
165503790;102246;John Deere 7M230 4x4;"BAIXA DE ÓLEO
"
165503793;102128;Transbordo 4Eixo ATA21500;"Pedido de peça
"
165503795;102247;John Deere 7M230 4x4;"BAIXA DE ÓLEO
"
165503799;102248;John Deere 7M230 4x4;"BAIXA DE ÓLEO
"
165503814;103007;Pivor Central Krebsfer;"pedido de peça 
"
119883947;11701;M.B Axor 3131 8x4 Vinhaça;
165503842;96365;M.Benz Atego 2730K 6x4;"pedido de pneu
"
165504939;74561;Eliminador Soqueira DMB;"CALDERARIA E IMPLENTOS- MOTIVO -SOLDAR CABEÇALHO.
"
165503915;98915;MB Axor 3131 6x4 Comboio;"APOIO-TROCA DE FILTRO.
"
165503992;103799;Distrib.T.Filtro ATA1102 ;"PEDIDO DE PEÇA
"
165504561;72632;M.Benz Atego 2730K 6x4;"Fixa - Vazamento na bomba de herbicida, encanamentos e nos registros.
"
165504697;13003135;Hidro Roll Hirrigabrasil;"Serviço externo
"
165504699;102249;John Deere 6135J;"trocar valvula PWM
"
165504562;100798;Case Puma 230 4x4;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01

"
165504563;100777;Case Puma 230 4x4;"A_SS_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar lanterna traseira L/E e L/D,terminal da meia luz esta danificado.  8132574_1  8132573_1              ENTREGAR PARA RAFAEL ELETRECISTA (SOMBRA) !!!
"
165504686;100779;Case Puma 230 4x4;"A_SS_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar lanterna traseira L/E e L/D,terminal da meia luz esta danificado.  8132574_1  8132573_1              ENTREGAR PARA RAFAEL ELETRECISTA (SOMBRA) !!!

"
165504689;100783;Case Puma 230 4x4;"A_SS_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar lanterna traseira L/E e L/D,terminal da meia luz esta danificado.  8132574_1  8132573_1              ENTREGAR PARA RAFAEL ELETRECISTA (SOMBRA) !!!

"
165504698;163513;Case Puma 230 4x4;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01

"
165504700;101522;John Deere CH670 2L Colhe;"A_OT_P_2,00_2,00  Inspeção realizada no sistema da cabine. Instalar borracha de vedação em volta da cabine.      8134873_3    8138056_1    
"
165504792;96687;Volkswagen 15-190 Worker;"Fixa -Verificar cabine está batento, trocar os farois, soldar carroceria, vazando água e vazamento de óleo no motor
"
165504791;98366;MB Axor3131 8x4 Trans.CCT;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema de direção. Trocar coifa do 1° eixo direcional L/E E L/D, está danificada.             8176116_2
"
165504793;103986;Car.Abrigo Operad.Irrigab;"Fixa - Itens do banheiro e chuveiro não funciona.
"
165504921;98295;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_2,00_1,00 - Inspeção realizada no sistema de suspensão. Trocar ``bexigão de ar´´ do 3° eixo L/D, esta furado.    8174213_1     f-206 
"
165504922;50923;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema de combustivel. Trocar mangueiras de combustiveis, esta com uma paliativa.    ALINHADO COM SUPERVISÃO EM TROCAR AS 3 MANGUEIRAS.    8151542_1  8138764_1  8138750_1
"
165504701;163512;Case Puma 230 4x4;"PEDIDO DE PEÇAS
"
165504925;163512;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema de combustivel. Trocar mangueiras de combustiveis, esta com uma paliativa.    ALINHADO COM SUPERVISÃO EM TROCAR AS 3 MANGUEIRAS.    8151542_1  8138764_1  8138750_1
"
165504926;163509;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema de combustivel. Trocar mangueiras de combustiveis, esta com uma paliativa.    ALINHADO COM SUPERVISÃO EM TROCAR AS 3 MANGUEIRAS.    8151542_1  8138764_1  8138750_1
"
165504927;81506;John Deere CH570 1L Colhe;"A_OT_P_MEC_1,00_1,00 - Trocar filtros do tanque hidraulico, esta com as hastes quebradas.   8192557_3                                                                                         PEDIDO SOLICITADO PELA GESTORA MAYARA DA PREVENTIVA!!!
"
165504845;100791;Case Puma 230 4x4;"Fixa - Trocar motor diesel.
"
165504924;101505;John Deere CH670 2L Colhe;"Número da Amostra: 2500339410 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 796 Caixa de Bombas
Avaliação: Encontrado alta concentração de Ferro, leve índice de PQI e impurezas visíveis a olho nu. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do compartimento e do óleo.

"
165504931;102246;John Deere 7M230 4x4;"A_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar trava da janela traseira. Esta danificada.
"
165506242;97767;MB Axor 3131 6x4 Comboio;
165504796;96583;Volkswagen 32.360 6x4;"FIXA - MANUTENÇÃO EM FALHA DE TRANSMISSÃO, NÃO ESTÁ ENGATANDO.
"
165504800;22893;Prancha 3 Eixos Randon;"APÓS INSPEÇÃO CARRETA ENCAMINHADA PARA OFICINA FIXA: TRINCO NO CHASSI NA FRENTE L/D (ONDE SEMPRE QUEBRA), PNEU DO 1º EIXO L/D PEGANDO NO PARAFUSO DO TIRANTE, VÁLVULA DE RETORNO DE AR COM VAZAMENTO, NÃO ESTÁ PASSANDO GRAXA NOS 4 PINOS DAS BALANÇAS, COLOCAR PARAFUSOS DELIMITADOR DOS MOLEJOS NA BALANÇA, PISTÃO TRASEIRO DA RAMPA L/E COM VAZAMENTO DE ÓLEO, COLOCAR CORRENTE DE TRAVA NA RAMPA (ESTÁ COM CINTA).
"
165504861;98296;MB Axor3131 8x4 Trans.CCT;"Número da Amostra: 2401106138 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação: Encontradas altas concentrações de Ferro, Silício, Potássio e contaminação por Diesel com baixa Viscosidade do óleo. O resultado indica contaminação externa e/ou interna por líquido arrefecedor, contaminação por combustível e desgaste do motor.
Ações de inspeção:  É recomendado verificar pontos de passagem de diesel para o sistema de lubrificação, alteração no volume de óleo no cárter, aumento do consumo de combustível, danos nos filtros de ar, assentamento da tampa e aperto das abraçadeiras, além de checar as condições do trocador de calor, indícios de contaminação por óleo no sistema de arrefecimento, ruídos anormais e possível presença de partículas de desgaste no filtro de óleo. Trocar o óleo e enviar nova amostra com metade do período programado. Informar o período de trabalho do compartimento e do óleo.
"
165504862;117584;John Deere CH570 1L Colhe;"Número da Amostra: 2500276055 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação: Encontrada alta concentração de Ferro, Cromo, Silício, Sódio e Potássio. O resultado indica contaminação externa e/ou interna por líquido arrefecedor e desgaste do motor. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  É recomendado verificar as condições dos filtros de ar, assentamento da tampa, aperto das abraçadeiras, danos no trocador de calor, indícios de contaminação por óleo no sistema de arrefecimento, o procedimento de lavagem, o nível de óleo no cárter e possível presença de partículas de desgaste no filtro de óleo. Enviar nova amostra com metade do período programado. Informar as horas trabalhadas do óleo. Verificar o motivo da adição de óleo no período.
"
165504867;100818;Case Puma 230 4x4;"Número da Amostra: 2500339531 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 736 Red. dianteira 1° Eixo LE
Avaliação: Encontrado alta concentração de Ferro, Cromo, leve índice de PQI e presença de partículas metálicas. O resultado pode indicar desgaste prematuro no compartimento. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção: É recomendado verificar o nível de óleo e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Enviar nova amostra com metade do período programado. Verificar o motivo da adição de óleo no período. Verificar as horas trabalhadas do óleo e do compartimento.
"
165504868;107312;Moto Bomba Om 447 - A;"Número da Amostra: 2400556276 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 103 Subsistema lubrificação
Avaliação:  Encontrada alta contaminação por Diesel com baixa Viscosidade do óleo. O resultado indica passagem de diesel para o cárter. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  É recomendado verificar pontos de passagem de diesel para o sistema de lubrificação, alteração no volume de óleo no cárter, aumento do consumo de combustível e as regulagens do sistema de injeção. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do compartimento e do óleo.
"
165504869;93180;John Deere 7230 J 4x4;"Número da Amostra: 2400543028 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 771 Eixo diferencial dianteiro
Avaliação: Encontrado alta concentração de Cobre, elevado índice de PQI e presença de partículas metálicas. O resultado pode indicar desgaste prematuro no compartimento.
Ações de inspeção: É recomendado verificar o nível de óleo e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Verificar as horas trabalhadas do óleo e do compartimento.
"
165504870;100806;Case Puma 230 4x4;"Número da Amostra: 2500119680 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 757 Red. dianteira 1° Eixo LD
Avaliação: Encontrado alta concentração de Ferro, Cobre, Cromo, Alumínio, Silício, moderado índice de PQI, presença de partículas metálicas e contaminação por Água. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção: É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos, o procedimento de lavagem e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Enviar nova amostra com metade do período programado. Verificar o motivo da adição de óleo no período. Verificar as horas trabalhadas do compartimento e do óleo.
"
165504871;100825;Case Puma 230 4x4;"Número da Amostra: 2500098608 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 757 Red. dianteira 1° Eixo LD
Avaliação: Encontrado alta concentração de Silício, moderado índice de PQI e presença de partículas metálicas. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção: É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Enviar nova amostra com metade do período programado. Verificar o motivo da adição de óleo no período. Informar o tipo de óleo utilizado. Verificar as horas trabalhadas do óleo e do compartimento.
"
165504874;101528;John Deere CH670 2L Colhe;"Número da Amostra: 2400542696 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 4255 Caixa de engrenagens
Avaliação: Encontrado alta concentração de Ferro, Cromo, Silício, moderado índice de PQI e presença de partículas metálicas. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do óleo.
"
165504875;163662;John Deere CH950 2L Colhe;"Número da Amostra: 2500276077 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 4404 Caixa de engrenagens
Avaliação: Encontrado alta concentração de Ferro, Cobre, Chumbo, Estanho, Alumínio, Silício, elevado índice de PQI e presença de partículas metálicas. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do óleo.
"
165504876;101528;John Deere CH670 2L Colhe;"Número da Amostra: 2400848641 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 4404 Caixa de engrenagens
Avaliação: Encontrado alta concentração de Ferro, Cobre, Alumínio, Silício, elevado índice de PQI e presença de partículas metálicas. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Enviar nova amostra com metade do período programado. Informar as horas trabalhadas do óleo. Verificar o motivo da adição de óleo no período.
"
165504877;98386;MB Axor3131 8x4 Trans.CCT;"Número da Amostra: 2500339597 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 735 Sistema De Lubrificação
Avaliação: Encontrado concentração de Ferro, índice de PQI e Partículas Metálicas Pequenas.
Ações de inspeção:  Durante a próxima parada programada do equipamento, recomendamos verificar as condições de operação e anormalidades como dificuldade na troca de marcha, patinação e ruídos. Abrir o filtro de óleo a fim de identificar uma possível presença de partículas de desgaste. Enviar nova amostra no intervalo recomendado. Informar as horas trabalhadas do óleo.
"
165504878;98382;MB Axor3131 8x4 Trans.CCT;"Número da Amostra: 2500323461 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 735 Sistema De Lubrificação
Avaliação: Encontrado moderada concentração de Ferro, Silício e impurezas visíveis a olho nu.
Ações de inspeção: Durante a próxima parada programada do equipamento, recomendamos verificar danos nas vedações, evidências de vazamentos, as condições de operação e anormalidades como dificuldade na troca de marcha, patinação e ruídos. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo. Enviar nova amostra no intervalo recomendado. Informar o período de trabalho do óleo.
"
165504892;101530;John Deere CH670 2L Colhe;"Número da Amostra: 2500303807 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 4255 Caixa de engrenagens
Avaliação: Encontrado alta viscosidade do óleo, elevado índice de PQI e presença de partículas metálicas impossibilitando a análise completa da amostra. O resultado pode indicar desgaste prematuro no compartimento e contaminação por outro lubrificante.
Ações de inspeção: É recomendado verificar o nível de óleo, tipo de óleo aplicado no compartimento e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do compartimento e do óleo.
"
165504895;163662;John Deere CH950 2L Colhe;"Número da Amostra: 2400542654 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 4255 Caixa de engrenagens
Avaliação: Encontrado moderada concentração de Ferro e Silício. Os resultados indicam contaminação externa podendo gerar desgaste prematuro.
Ações de inspeção: Durante a próxima parada programada do equipamento, verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo. Enviar nova amostra no intervalo recomendado. Informar as horas trabalhadas do óleo.
"
165504899;163662;John Deere CH950 2L Colhe;"Número da Amostra: 2500275989 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 4257 Caixa de engrenagens LE
Avaliação: Encontrado alta concentração de Ferro, Silício, moderado índice de PQI, presença de partículas metálicas e baixa viscosidade do óleo. Os resultados indicam contaminação por outro lubrificante e contaminação externa podendo gerar desgaste prematuro no compartimento. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção: É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos, tipo de óleo aplicado no compartimento e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do óleo.
"
165504903;163662;John Deere CH950 2L Colhe;"Número da Amostra: 2400848849 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 796 Caixa de Bombas
Avaliação: Encontrado baixa viscosidade do lubrificante e impurezas visíveis a olho nu. O resultado indica contaminação por outro tipo de óleo ou erro de aplicação e contaminação externa. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção: Parar o equipamento o mais rápido possível, verificar danos nas vedações, possíveis pontos de contaminação por lubrificante de outra especificação e o tipo de óleo aplicado no compartimento. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do óleo.
"
119883954;101514;John Deere CH670 2L Colhe;"Número da Amostra: 2500336142 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 247 Circuito de água
Avaliação:  Encontrado baixo nível de Glicol e pequena quantidade de limalhas. O resultado contribui para a perda das propriedades do Líquido Arrefecedor de proteger o Motor na ocorrência de superaquecimento e indica corrosão no sistema.
Ações de inspeção:  Durante a próxima parada programada do equipamento, verificar as condições do radiador e a possibilidade de adição. Drenar 50% do Líquido Arrefecedor e completar com Líquido novo. Enviar nova amostra no intervalo recomendado.
"
165504916;100795;Case Puma 230 4x4;"Número da Amostra: 2401106184 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 771 Eixo diferencial dianteiro
Avaliação: Encontrado moderada concentração de Cobre.
Ações de inspeção:  Durante a próxima parada programada do equipamento, verificar o nível de óleo e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Enviar nova amostra no intervalo recomendado.
"
165504917;100781;Case Puma 230 4x4;"Número da Amostra: 2401106155 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 771 Eixo diferencial dianteiro
Avaliação: Encontrado concentração de Cobre.
Ações de inspeção:  Durante a próxima parada programada do equipamento, verificar o nível de óleo e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Enviar nova amostra no intervalo recomendado.
"
165504944;101513;John Deere CH670 2L Colhe;"A_OT_P_MEC_3,00_2- Inspeção realizado no sistema rodante. trocar esteira rodante completo.8061014_2; 8060426_16; 8061002_2; 3007163_2; 3006324_2. Necessita o serviço de munck.
"
165504949;101514;John Deere CH670 2L Colhe;"A_OT_P_MEC_3,00_2- Inspeção realizado no sistema rodante. trocar esteira rodante completo.(GIRO). 3008924_2; 3007163_2; Rolete superior Lado Esquerdo-8061002_1.Necessita programação do munck.

"
165504919;100814;Case Puma 230 4x4;"Número da Amostra: 2500123342 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 736 Red. dianteira 1° Eixo LE
Avaliação: Encontrado alta concentração de Ferro, Alumínio, Cobre, Cromo, Titânio, partículas metálicas, leve índice de PQI e Silício. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Enviar nova amostra com metade do período programado.
"
165504935;100804;Case Puma 230 4x4;"TROCA DE MUNHÃO.
"
165505110;101523;John Deere CH670 2L Colhe;"Baixa_Rastrear_Peças
"
165505144;93428;John Deere CH570 1L Colhe;"Baixa_Rastrear_Peças
"
165504982;96915;S.Reboque Empurre Fliegi ;"APOIO - TROCAR BALANÇA DO EIXO DO MEIO LADO ESQUERDO  ,TROCAR 2 CIRIBIO TRASEIRO PERDEU FOCO - DEDÊ
"
165504985;72612;Hidro Roll Setorial;"PEÇAS
"
165505239;98372;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar alavanca do freio motor, esta danificada.       8123181_1      F-207                  ENTREGAR PARA GANSINHO ELETRECISTA!!!
"
